ID,Age,Work_Experience,Family_Size,Segmentation,Gender_Male,Ever_Married_Unknown,Ever_Married_Yes,Graduated_Unknown,Graduated_Yes,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Profession_Unknown,Spending_Score_High,Spending_Score_Low
461021,0.8696899568295718,-0.48191688770281466,0.0978748475849478,B,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
465083,0.7500058792929462,-0.48191688770281466,0.0978748475849478,C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
467604,-0.7460450899148747,1.8665155256803392,3.3630439432467316,A,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
459717,0.3311116079147563,-0.48191688770281466,0.0978748475849478,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
465882,-0.5066769348416233,-0.7754709393757089,-1.2081927906797658,B,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
461996,-0.5066769348416233,0.6922993189887623,0.7509086667173046,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463331,0.09174345284150495,-0.7754709393757089,0.0978748475849478,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
462216,-0.08778266346343355,-0.48191688770281466,-0.555158971547409,A,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
462454,-1.4641495551346286,-0.48191688770281466,0.0978748475849478,D,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
467010,-1.0452552837564388,1.8665155256803392,-0.555158971547409,D,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
459861,2.3657409260373927,-0.48191688770281466,-0.555158971547409,D,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
467917,-0.9854132449881261,0.10519121564297379,0.7509086667173046,D,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
465572,-0.6862030511465619,0.6922993189887623,-1.2081927906797658,D,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
460593,-0.9255712062198133,-0.48191688770281466,1.4039424858496614,D,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
465891,-0.9255712062198133,1.572961474007445,-0.555158971547409,A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
467442,0.7500058792929462,-0.48191688770281466,-0.555158971547409,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
462044,0.2114275303781306,0.398745267315868,-1.2081927906797658,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
465686,-1.2846234388296902,-0.7754709393757089,-0.555158971547409,D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
464590,-0.9854132449881261,3.3342857840448104,0.0978748475849478,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
466006,0.3311116079147563,-0.48191688770281466,-0.555158971547409,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
466152,-0.2074667410000592,1.572961474007445,-1.2081927906797658,A,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
463156,2.1263727709641413,-0.48191688770281466,-0.555158971547409,A,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
465729,-0.14762470223174637,-0.7754709393757089,0.7509086667173046,B,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
462384,-0.8657291674515004,-0.48191688770281466,-1.2081927906797658,A,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
462442,-1.4641495551346286,-0.7754709393757089,0.7509086667173046,D,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
464191,0.09174345284150495,-0.48191688770281466,-1.2081927906797658,A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
462078,1.0492160731345104,-0.48191688770281466,-0.555158971547409,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
467873,-0.44683489607331056,-0.48191688770281466,-0.555158971547409,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
461270,-0.2074667410000592,-0.48191688770281466,-1.2081927906797658,A,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
462960,0.809847918061259,-0.7754709393757089,-0.555158971547409,C,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
464961,1.946846654659203,-0.48191688770281466,-1.2081927906797658,A,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
462110,-0.6862030511465619,3.3342857840448104,-0.555158971547409,B,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
465769,-1.1050973225247518,1.8665155256803392,0.7509086667173046,D,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
462267,-0.6862030511465619,1.572961474007445,-0.555158971547409,D,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
465269,0.09174345284150495,-0.48191688770281466,0.0978748475849478,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
460881,1.7074784995859515,-0.48191688770281466,-0.555158971547409,D,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
461891,0.27126956914644346,-0.7754709393757089,-0.555158971547409,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
466935,0.6901638405246333,1.8665155256803392,-0.555158971547409,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
464091,1.8271625771225772,-0.7754709393757089,0.0978748475849478,D,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
464535,0.7500058792929462,-0.48191688770281466,-0.555158971547409,A,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
463108,0.9295319955978847,1.2794074223345506,-0.555158971547409,A,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
461356,-1.1050973225247518,-0.7754709393757089,-0.555158971547409,A,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
464570,-0.7460450899148747,-0.7754709393757089,-0.555158971547409,A,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
464580,-0.9854132449881261,1.572961474007445,0.7509086667173046,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
465233,0.809847918061259,-0.7754709393757089,0.7509086667173046,B,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
467208,-0.26730877976837203,-0.48191688770281466,-0.555158971547409,A,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
459954,-0.9854132449881261,1.572961474007445,-0.555158971547409,D,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
460219,0.45079568545138193,1.572961474007445,-0.555158971547409,A,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
460877,0.2114275303781306,-0.7754709393757089,1.4039424858496614,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
460191,-0.626361012378249,1.572961474007445,0.7509086667173046,D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
463742,0.7500058792929462,-0.7754709393757089,0.7509086667173046,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
463691,-0.626361012378249,-0.7754709393757089,0.0978748475849478,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
463250,-0.44683489607331056,-0.7754709393757089,-0.555158971547409,D,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
463952,0.45079568545138193,0.398745267315868,0.0978748475849478,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
461558,0.09174345284150495,-0.18836283602992043,-0.555158971547409,C,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
466567,0.3311116079147563,-0.48191688770281466,-1.2081927906797658,D,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
465379,-0.8058871286831876,-0.7754709393757089,0.7509086667173046,C,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
463814,-1.0452552837564388,0.9858533706616565,0.0978748475849478,D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
466938,1.168900150671136,1.572961474007445,-1.2081927906797658,A,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
460671,-0.5066769348416233,1.572961474007445,0.7509086667173046,B,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
462204,-1.4641495551346286,-0.48191688770281466,0.0978748475849478,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
461671,-0.6862030511465619,1.2794074223345506,1.4039424858496614,D,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
459384,0.5106377242196948,-0.7754709393757089,0.0978748475849478,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
459905,-0.44683489607331056,0.6922993189887623,-0.555158971547409,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
464734,-0.08778266346343355,1.2794074223345506,0.0978748475849478,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
464125,-0.2074667410000592,-0.7754709393757089,-0.555158971547409,D,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
467434,-0.26730877976837203,-0.7754709393757089,0.0978748475849478,B,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
460956,0.2114275303781306,-0.48191688770281466,0.7509086667173046,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
465179,1.0492160731345104,-0.48191688770281466,-0.555158971547409,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
463338,-0.6862030511465619,-0.48191688770281466,-0.555158971547409,D,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
467066,0.6901638405246333,-0.7754709393757089,-1.2081927906797658,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
463845,0.8696899568295718,-0.48191688770281466,-1.2081927906797658,D,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
459976,-0.3271508185366849,-0.7754709393757089,-1.2081927906797658,D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
461334,1.168900150671136,-0.7754709393757089,-0.555158971547409,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
465108,0.8696899568295718,-0.48191688770281466,-0.555158971547409,C,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
462600,-0.8058871286831876,0.10519121564297379,0.0978748475849478,D,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
464144,0.9893740343661974,-0.7754709393757089,0.7509086667173046,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
466911,1.4681103445127002,-0.48191688770281466,2.710010124114375,B,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
462806,0.5106377242196948,-0.7754709393757089,0.0978748475849478,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
463426,-0.3271508185366849,-0.7754709393757089,1.4039424858496614,A,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
464065,-0.5066769348416233,2.1600695773532332,-0.555158971547409,B,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
462979,-1.5239915939029416,-0.48191688770281466,-0.555158971547409,D,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
462834,-0.8058871286831876,0.10519121564297379,-0.555158971547409,D,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
460764,2.5452670423423314,-0.48191688770281466,-1.2081927906797658,D,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
466466,-1.4641495551346286,0.9858533706616565,1.4039424858496614,D,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
460185,-1.1050973225247518,1.8665155256803392,0.0978748475849478,D,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
459749,0.9295319955978847,-0.48191688770281466,0.7509086667173046,A,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
464406,-0.26730877976837203,-0.7754709393757089,-1.2081927906797658,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
467758,0.39095364668306914,-0.48191688770281466,-0.555158971547409,B,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
462059,0.2114275303781306,-0.48191688770281466,-1.2081927906797658,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
467905,-0.02794062469512071,-0.7754709393757089,0.0978748475849478,D,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
461177,-0.44683489607331056,1.572961474007445,0.7509086667173046,B,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
460765,2.186214809732454,-0.48191688770281466,-1.2081927906797658,D,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
465386,-0.44683489607331056,-0.7754709393757089,-0.555158971547409,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
465827,-0.9854132449881261,-0.18836283602992043,2.710010124114375,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
462332,-0.3869928573049977,-0.48191688770281466,-0.555158971547409,A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
464481,0.1515854916098178,-0.7754709393757089,0.0978748475849478,C,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
461011,0.6901638405246333,-0.48191688770281466,0.7509086667173046,B,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
464749,0.2114275303781306,1.8665155256803392,0.7509086667173046,B,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
461094,-0.9255712062198133,-0.48191688770281466,0.0978748475849478,D,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
462104,-0.26730877976837203,1.8665155256803392,-0.555158971547409,D,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
464524,-0.9854132449881261,-0.48191688770281466,-0.555158971547409,A,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
466295,-0.08778266346343355,-0.7754709393757089,-0.555158971547409,A,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
461787,1.7074784995859515,-0.7754709393757089,-0.555158971547409,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
467857,-0.9255712062198133,-0.7754709393757089,-0.555158971547409,A,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
460153,-0.5066769348416233,1.572961474007445,1.4039424858496614,C,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
465215,-0.26730877976837203,1.8665155256803392,1.4039424858496614,A,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
466746,1.527952383281013,-0.7754709393757089,-0.555158971547409,C,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
464857,-1.5239915939029416,0.9858533706616565,0.7509086667173046,D,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
459478,0.1515854916098178,-0.48191688770281466,-1.2081927906797658,A,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
460723,0.39095364668306914,-0.48191688770281466,-0.555158971547409,B,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
459853,-0.8058871286831876,0.6922993189887623,1.4039424858496614,A,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
459390,-0.14762470223174637,-0.48191688770281466,-0.555158971547409,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
460410,-0.26730877976837203,0.10519121564297379,0.7509086667173046,D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
463823,-0.8657291674515004,1.572961474007445,0.7509086667173046,D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
462008,-0.3869928573049977,0.398745267315868,0.7509086667173046,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
459750,-0.26730877976837203,-0.7754709393757089,-0.555158971547409,A,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
459880,0.27126956914644346,-0.7754709393757089,1.4039424858496614,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
459261,-0.6862030511465619,-0.7754709393757089,0.0978748475849478,C,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
465656,2.0665307321958286,-0.48191688770281466,-0.555158971547409,B,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
465395,-0.02794062469512071,-0.7754709393757089,1.4039424858496614,B,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
461631,-0.8657291674515004,1.572961474007445,1.4039424858496614,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
464904,-0.9255712062198133,1.8665155256803392,-0.555158971547409,A,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
461740,2.186214809732454,-0.48191688770281466,-1.2081927906797658,B,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
467092,-0.9255712062198133,1.2794074223345506,0.7509086667173046,D,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
464173,1.6476364608176386,0.9858533706616565,0.0978748475849478,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
464972,1.4082683057443872,-0.7754709393757089,4.016077762379089,A,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
467959,-1.0452552837564388,-0.7754709393757089,-1.2081927906797658,A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
467688,0.2114275303781306,-0.7754709393757089,-0.555158971547409,C,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
460043,-0.02794062469512071,-0.18836283602992043,-0.555158971547409,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
466590,-0.9854132449881261,-0.7754709393757089,0.7509086667173046,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
461191,0.09174345284150495,1.572961474007445,0.7509086667173046,D,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
465662,1.946846654659203,-0.48191688770281466,-1.2081927906797658,C,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
459231,-0.02794062469512071,0.10519121564297379,0.7509086667173046,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
466495,2.0665307321958286,-0.48191688770281466,-0.555158971547409,B,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
459192,-0.5066769348416233,0.10519121564297379,0.0978748475849478,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
465710,0.3311116079147563,-0.48191688770281466,-1.2081927906797658,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
460258,-1.1050973225247518,-0.48191688770281466,1.4039424858496614,D,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
462813,-0.3869928573049977,-0.7754709393757089,1.4039424858496614,A,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
463595,-0.6862030511465619,-0.48191688770281466,1.4039424858496614,C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
467768,0.9893740343661974,-0.7754709393757089,-0.555158971547409,C,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
465291,0.09174345284150495,0.6922993189887623,0.0978748475849478,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
462996,0.3311116079147563,1.8665155256803392,0.0978748475849478,C,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
463497,-0.6862030511465619,-0.7754709393757089,1.4039424858496614,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
465301,-0.2074667410000592,-0.7754709393757089,0.0978748475849478,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
464702,0.9295319955978847,-0.18836283602992043,-0.555158971547409,C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
459012,0.27126956914644346,0.10519121564297379,1.4039424858496614,B,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
465053,2.30589888726908,-0.7754709393757089,-0.555158971547409,C,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
459420,1.5877944220493259,-0.7754709393757089,-0.555158971547409,B,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
464166,-0.7460450899148747,0.6922993189887623,-0.555158971547409,B,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
458987,1.7074784995859515,-0.7754709393757089,-0.555158971547409,C,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
467745,0.39095364668306914,0.10519121564297379,0.7509086667173046,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
464866,-1.2247814000613775,2.4536236290261275,-1.2081927906797658,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
461081,-1.404307516366316,-0.18836283602992043,2.056976304982018,D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
467896,-1.2846234388296902,0.398745267315868,0.0978748475849478,D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
463991,-0.7460450899148747,1.572961474007445,-1.2081927906797658,A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
466620,-0.44683489607331056,1.2794074223345506,-0.555158971547409,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
462594,0.5106377242196948,-0.48191688770281466,1.4039424858496614,B,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
462206,-0.8657291674515004,-0.48191688770281466,-1.2081927906797658,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
460697,-0.2074667410000592,0.398745267315868,0.7509086667173046,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
467934,-0.2074667410000592,-0.48191688770281466,-1.2081927906797658,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
460054,-0.3271508185366849,-0.48191688770281466,-0.555158971547409,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
459576,2.485425003574018,-0.48191688770281466,-0.555158971547409,A,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
467910,-1.3444654775980032,-0.48191688770281466,0.0978748475849478,A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
467335,-0.14762470223174637,0.398745267315868,-0.555158971547409,D,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
460263,-0.2074667410000592,-0.7754709393757089,-0.555158971547409,B,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
459340,0.5704797629880076,-0.48191688770281466,0.0978748475849478,B,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
465622,-0.08778266346343355,0.6922993189887623,-0.555158971547409,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
459395,-0.08778266346343355,1.572961474007445,-0.555158971547409,D,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
467539,0.27126956914644346,-0.48191688770281466,0.7509086667173046,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
466574,0.9295319955978847,1.2794074223345506,-0.555158971547409,C,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
466544,-0.14762470223174637,-0.48191688770281466,0.0978748475849478,A,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
463610,-0.7460450899148747,-0.7754709393757089,-0.555158971547409,A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
465539,0.3311116079147563,-0.48191688770281466,1.4039424858496614,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
459823,1.4082683057443872,-0.48191688770281466,-0.555158971547409,A,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
467614,-0.5066769348416233,0.398745267315868,-0.555158971547409,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
459073,-1.0452552837564388,-0.7754709393757089,0.0978748475849478,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
466065,-1.4641495551346286,1.8665155256803392,0.0978748475849478,D,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
464863,-1.1050973225247518,0.9858533706616565,3.3630439432467316,D,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
460022,-0.26730877976837203,0.398745267315868,-0.555158971547409,A,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
459929,1.168900150671136,-0.7754709393757089,-0.555158971547409,A,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
466613,-1.2247814000613775,1.572961474007445,0.0978748475849478,D,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
461149,-1.2247814000613775,-0.7754709393757089,0.0978748475849478,D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
466068,0.5704797629880076,-0.18836283602992043,-1.2081927906797658,C,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
461513,-0.626361012378249,-0.7754709393757089,-0.555158971547409,B,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
